,vignette_name,generation_number,generation_time,response,reflection_score,id
6425,store,1,5841,Call again.,100,115
6426,store,2,8277,Send a text to my boss.,100,115
6427,store,3,8514,Send an email to my boss.,100,115
6428,store,5,31377,Call another employee to cover my shift.,100,115
6429,medication,0,7302,Borrow the money.,87,115
6430,medication,1,18339,Speak with the insurance company.,70,115
6431,medication,2,5335,Consult a lawyer.,55,115
6432,medication,3,12038,Speak with a doctor about other options.,100,115
6433,medication,4,20576,Sell some things to get money.,83,115
6434,medication,5,22618,Research government programs that might help.,100,115
6435,summer,0,13024,Leave the parking lot.,53,115
6436,summer,1,9078,Call the mall security.,100,115
6437,summer,2,19557,Go to the mall office to have them page the owner.,100,115
6438,summer,3,30764,Look around for the owner.,28,115
6439,summer,4,33370,Go on about my business.,52,115
6440,summer,5,17883,Wave down a police officer.,72,115
6441,gas,0,8384,Tell her no and leave.,82,115
6442,gas,1,6026,Give her some money.,25,115
6443,gas,2,15004,Point her in the direction of the bus terminal.,54,115
6444,gas,3,14266,Help her to call someone to pick her up.,68,115
6445,gas,4,39506,Tell her to ask someone else.,57,115
6446,gas,5,33650,Find out more about her story.,42,115
6447,class,0,11644,Ask to turn in the assignment tomorrow.,85,115
6448,class,1,11551,Ask to go home to get the paper.,37,115
6449,class,2,19809,Have my mom scan and email the homework to me.,100,115
6450,class,3,11564,Tell the teacher what happened.,100,115
6451,class,4,24891,Have my mom explain to the teacher what happened.,100,115
6452,class,5,10526,Ask the teacher for more time.,65,115
6453,arizona,0,14089,Go back where you started from to get help.,82,115
6454,arizona,1,20893,Look for cactus to get water from it.,59,115
6455,arizona,2,12252,Search for other people in the area.,92,115
6456,arizona,3,29268,Go to the end point of the hike to get help. ,74,115
6457,arizona,4,36147,SIgnal for help with a signal mirror.,55,115
6458,arizona,5,17229,Try to break the rock with another rock.,64,115
6459,mother,1,12708,Get a bigger apartment for you and your father.,87,115
6460,mother,2,17731,Borrow money to pay for care.,32,115
6461,mother,3,10056,Look for government programs that could help.,100,115
6462,mother,4,17983,Ask a relative for help.,100,115
6463,mother,5,31266,See if there are local charitable institutions that can help.,90,115
6464,concert,0,15749,Tell Ted that he will have to go back home.,93,115
6465,concert,1,6113,Give your ticket to Ted.,100,115
6466,concert,2,13769,Skip the concert and go to dinner with Ted.,81,115
6467,concert,3,18148,See if anyone is selling tickets outside the concert hall.,100,115
6468,concert,4,10521,Ask a friend to give up their ticket.,57,115
6469,concert,5,44793,Have Ted wait nearby in a cafe until the concert is over and then meet up with him.,42,115
6470,bakery,0,16149,Find out who was working the register and ask them what happened.,100,115
6471,bakery,1,8444,Cover the loss out of your own pocket.,44,115
6472,bakery,2,8730,Tell the manager what happened.,100,115
6473,bakery,3,18118,Investigate the loss of the money.,100,115
6474,bakery,4,11923,Ask the cashier to cover the loss.,40,115
6475,bakery,5,17708,Ask for the business to cover the loss.,42,115
6476,ring,0,8498,Let the preacher know.,100,115
6477,ring,1,21141,Apologize and let the bride and groom know.,100,115
6478,ring,2,23740,Ask someone in the wedding party to find a ring.,61,115
6479,ring,3,17253,Ask someone in the wedding party to borrow their ring.,58,115
6480,ring,4,18288,Have someone find some foil and make a ring. ,85,115
6481,ring,5,24536,Use your own ring to give to them.,74,115
6482,class,0,50339,"try to rewrite the assignment, contact the professor for an extension, ask my mother to take photos of the assignment to send to the professor",100,101
6483,class,1,14632,send an email to the professor,100,101
6484,class,2,17518,ask my mother to photograph the assignment left at home and send it to me,100,101
6485,class,3,16100,ask the professor for an extension,74,101
6486,class,4,24883,ask if i could bring it later that day and offer the photographic evidence that it is finished,100,101
6487,class,5,6407,rewrite it from the photographs,100,101
6488,bakery,0,11989,recount the register to check for math errors,100,101
6489,bakery,3,15007,ask the manager to review the register total for me,97,101
6490,bakery,4,37112,ask the manager for leinency,100,101
6491,bakery,5,14292,ask the coworkers for help accounting for the error,78,101
6492,concert,0,22318,offer to help him pay for another ticket,84,101
6493,concert,1,14491,try to buy a cheaper ticket off of another attendee,78,101
6494,concert,2,8791,try to sneak him in,19,101
6495,concert,3,26669,offer to sell him my ticket at a discount,70,101
6496,concert,4,5564,offer him my ticket for free,19,101
6497,concert,5,8527,offer to go with him to get his ticket,27,101
6498,gas,0,8921,tell her i cannot go,19,101
6499,gas,1,10615,offer to help her pay for transport,71,101
6500,gas,2,15400,help her find the bus schedule,79,101
6501,gas,3,16078,refuse to help her in any way,5,101
6502,gas,4,55278,ignore her,0,101
6503,gas,5,18822,ask the gas station attendant if they have any ideas ,71,101
6504,store,0,16096,lock the store and go to the court hearing,29,101
6505,store,1,14304,call a coworker to see if they will cover the shift,81,101
6506,store,4,49229,lock the door but leave the gas pumps on and leave,23,101
6507,store,5,39391,stay but quit after the manager shows up,3,101
6508,arizona,0,16529,set them up a shade tent and go to find help,85,101
6509,arizona,1,25798,give them covering and water and go till i get cell service to call ,90,101
6510,arizona,2,15382,continue to help them try to get out,84,101
6511,arizona,3,18078,look for a tool or other rock to try to break away the area surrounding their arm,88,101
6512,arizona,4,60804,panick and ask them what they want me to do,55,101
6513,arizona,5,9118,leave them behind,1,101
6514,summer,0,4473,call the police,97,101
6515,summer,1,5887,break the car window,78,101
6516,summer,2,9040,try to open the door and roll the windows down,92,101
6517,summer,3,7606,call the local humane society for help,50,101
6518,summer,4,6104,call the fire department,92,101
6519,summer,5,9287,call mall security to try to find the owner,59,101
6520,medication,0,18677,contact the drug manufacturer to see if they ahve an assistance program,70,101
6521,medication,1,16912,contact various drug assistance programs and apply for help,73,101
6522,medication,2,12934,sell belongings to pay for the medicine,80,101
6523,medication,3,37070,ask friends and family for assistance ,75,101
6524,medication,4,4110,try to take out a loan,69,101
6525,medication,5,17729,call area pharmacies to see if they offer assistance programs,76,101
6526,ring,0,6019,call the taxi company,95,101
6527,ring,1,5214,call the police for assistance,88,101
6528,ring,2,6686,try to find the cab,85,101
6529,ring,3,14967,apologize and tell them the ring is lost,71,101
6530,ring,4,13230,panic in a state of indecision,3,101
6531,ring,5,8759,ask others for help,66,101
6532,mother,0,8609,move in with my father,91,101
6533,mother,1,10351,ask other realitives to help care for him,71,101
6534,mother,2,9679,apply for government assistance,81,101
6535,mother,3,24488,reach out to a social worker to find any kind of assitance programs,80,101
6536,mother,4,8709,move my father in with me anyway,43,101
6537,mother,5,13495,contact assisted living places for advice,60,101
6538,gas,1,8862,I would say no and drive away.,56,149
6539,gas,2,21138,I would offer to give her some money for a taxi.,90,149
6540,gas,3,12649,I would tell her to ask someone else to drive her.,60,149
6541,gas,4,8944,I would call a taxi for her.,80,149
6542,gas,5,18024,I would tell her to go on a public bus.,44,149
6543,class,0,17148,I would ask the teacher to call my mom.,91,149
6544,class,1,11358,I would text my mom and ask her to bring in the homework.,93,149
6545,class,2,8669,Tell the teacher what happened.,85,149
6546,class,3,8695,Offer to redo the assignment in class.,81,149
6547,class,4,53484,Ask the teacher if I could turn it in tomorrow.,69,149
6548,class,5,9485,Ask another student to copy their homework.,36,149
6549,ring,0,4938,Call the taxi,90,149
6550,ring,1,8737,Explain what happened to my sister.,75,149
6551,ring,2,13003,Offer to buy another ring.,94,149
6552,ring,3,23434,Find someone who would allow their ring to be borrowed for the ceremony.,74,149
6553,ring,4,14422,Drive to a store and buy a wedding ring.,62,149
6554,ring,5,14935,Buy a ringpop for them to use instead.,32,149
6555,medication,0,6814,Work more hours,89,149
6556,medication,1,4032,Take out a loan,47,149
6557,medication,2,4832,Use a credit card,45,149
6558,medication,3,5925,Ask a family member to borrow money,62,149
6559,medication,4,6632,Get another part time job,70,149
6560,medication,5,10584,Sell valuable items,83,149
6561,bakery,0,6962,Put my own money into the register,73,149
6562,bakery,1,6866,Explain what happened to my boss,78,149
6563,bakery,2,9194,Offer to work more hours since it is my fault,93,149
6564,bakery,3,12472,Pretend there is the right amount of money in the register,23,149
6565,bakery,4,18568,Ask another person to borrow 50 dollars to put in the register,44,149
6566,bakery,5,15997,Blame it on another coworker,2,149
6567,concert,0,10664,Offer to get a taxi so he can get back to his house,72,149
6568,concert,1,6211,go into the concert without him,35,149
6569,concert,2,6800,offer to give him my ticket,91,149
6570,concert,3,24465,offer to drive them back to get the ticket,83,149
6571,concert,4,10391,tell another friend to give them a ride back to their house,43,149
6572,concert,5,89616,sneak them into the concert,44,149
6573,arizona,0,6760,cut off their arm,15,149
6574,arizona,1,7486,look for help,92,149
6575,arizona,2,9961,keep trying to call 911,69,149
6576,arizona,3,5820,leave them there,37,149
6577,arizona,4,12085,try to find help ,89,149
6578,arizona,5,4636,keep trying to get their arm out,80,149
6579,summer,0,2182,call 911,83,149
6580,summer,1,3498,break open the window,71,149
6581,summer,2,5170,try to unlock the door,80,149
6582,summer,3,23690,call a locksmith to open the door,91,149
6583,summer,4,8307,try to find the owner of the car to tell them about the dog,79,149
6584,summer,5,11755,break open the door,90,149
6585,store,0,9003,close the store and leave for my appointment,61,149
6586,store,1,6015,call my boss and tell them the situation,76,149
6587,store,3,1452,just leave,41,149
6588,store,4,11259,call another coworker to ask if they can take over,59,149
6589,store,5,10902,continue working and miss the appointment,40,149
6590,mother,0,4424,move into a bigger place,92,149
6591,mother,1,6414,move him in,64,149
6592,mother,2,6030,get rid of stuff to make more room,78,149
6593,mother,3,12612,ask another relative to take them in,55,149
6594,mother,4,5565,put them in a homeless shelter,6,149
6595,mother,5,11526,ask a friend to take them in,58,149
6596,summer,1,15923,I would text my friends and ask them what I should do.,100,96
6597,summer,2,8517,I would walk away and ignore the situation.,10,96
6598,summer,3,14471,I would seek out security and see if they can call for the owner.,100,96
6599,summer,4,28742,I would call the non emergency line for the police.,58,96
6600,summer,5,22676,I would break the windows to give the dog air.,40,96
6601,ring,0,5388,I would cry.,3,96
6602,ring,1,19591,I would let my sister know about the ring.,100,96
6603,ring,3,10613,I would try to find a replacement.,34,96
6604,ring,4,19094,I would panic and confide in someone.,69,96
6605,ring,5,16876,Tell my mom or brother and ask them for advice.,56,96
6606,bakery,0,11173,I would ask around to see if someone knew why we were short.,74,96
6607,bakery,1,8239,I would replace the missing money with my own.,55,96
6608,bakery,3,15271,I would look around and see if I dropped money somewhere.,52,96
6609,bakery,4,10863,I would text the morning manager for advice.,41,96
6610,bakery,5,9687,I would double check the sales for the day.,100,96
6611,concert,0,25558,I would give him my ticket.,93,96
6612,concert,1,18262,I would decide to stay home with him while our friends went out.,100,96
6613,concert,3,15741,"I would tell him ""That sucks""",0,96
6614,gas,0,22446,Call the cops.,0,96
6615,gas,1,8462,I would agree to give the woman a ride.,66,96
6616,gas,2,9691,I would pay for her Uber.,83,96
6617,gas,4,7253,I would call her a taxi.,100,96
6618,gas,5,34510,Give the woman money for a ride.,67,96
6619,medication,1,18648,I would check if there are any discounts on the medicine like Gold RX,100,96
6620,medication,2,12066,I would borrow money from friends and family,69,96
6621,medication,3,16465,I would sell some posessions ,65,96
6622,medication,4,15110,I would see about picking up more shifts at my job ,81,96
6623,mother,0,10069,Borrow money to put him in a home.,55,96
6624,mother,1,11133,Get a secondary or better job to afford the care.,69,96
6625,mother,3,16358,Look up if there are any ways to help cover the cost of his care,93,96
6626,mother,4,46022,I would cry from the stress,7,96
6627,arizona,0,6739,Leave her to go find help,61,96
6628,arizona,3,7710,Stay with her and hope help arrives,88,96
6629,arizona,4,9278,Cut her arm off so I can free her,0,96
6630,arizona,5,52774,Try to find a way to dislodge the rocks to give her room to get her arm out,55,96
6631,class,1,11745,See if I can make a copy of the homework from someone else,13,96
6632,class,2,7332,Admit to the teacher what happened,100,96
6633,class,3,10094,Call my mom and see if she can deliver my homework,60,96
6634,class,4,27862,See if my teacher will accept an email containing my homework,33,96
6635,class,5,32541,Ask if I can just turn the assignment in tomorrow,45,96
6636,store,0,15061,Call the court and inform them of the delay,100,96
6637,store,1,10343,Tell any co-workers I might have of the situation and leave,42,96
6638,store,2,11126,See if I can call someone else to come in,82,96
6639,store,3,16031,Leave the store anyway,0,96
6640,store,4,20357,Close up the store so I can leave,0,96
6641,store,5,11655,Call the court and see if I can reschedule the date,100,96
6642,arizona,0,5590,panic,20,71
6643,arizona,1,7437,try to remain calm,100,71
6644,arizona,2,6246,sit in the shade,97,71
6645,arizona,3,14470,try to see the problem from a different angle,88,71
6646,arizona,4,5637,call for help,66,71
6647,arizona,5,10814,brainstorm solutions,84,71
6648,mother,0,9838,try to get your father emotional help,98,71
6649,mother,1,6174,hire a caretaker to visit him,87,71
